SITECODE,Latitude,Longitude,ELEV,ELEV_Cate,Location,Continent,Country,Cite,Genus.spp,TaxGroup,Order,Family,Genus,Species,GF,DecEv,SLA,Amass,Aarea,Nmass,Narea,PPTmean,PPTmin,PPTmax,PPTcv,PPTseason,RH,TMPmean,TMPmin,TMPmax,TMPrange,TMPiso,TMP0gs,TMP5gs,TMP0nb,TMP5nb,SUNmean,SUNmin,SUNmax,SUNrange,PAR0,PAR5,RAD,PETf,PETq,Mif,Miq,ALU,SODIUM,CARB,TBA,SBA,SALT,Ntot,CN,AWHC,pH,CECS,CECC,BULK,CLAY,SILT,SAND,GRAVEL,Corg,DEPTH,Pavail,P.Distance
125,-2.85,-54.95,98,Very Low,FLOKm67,South America,Brazil,"Domingues, T.F., Berry, J.A., Martinelli, L.A., Ometto, J.P.H.B. & Ehleringer, J.R. (2005) Parameterization of Canopy Structure and Leaf-Level Gas Exchange for an Eastern Amazonian Tropical Rain Forest (Tapaj√≥s National Forest, Par√°, Brazil). Earth Interaction, 9, 1‚Ä?3.",Abuta rufescens,Angio,Malpighiales,Fabaceae,Lecythis,sp,T,E,110.812,96.44372,9.076,2.2204,2.206969178,2015.2,50.7,324.8,0.60443728,0.40670853,87.65,25.95,25.3,26.9,97,80,789.3674043,637.2840709,30.41666667,30.41666667,48.2333333,32.3,64.2,31.9,1218.305513,1218.305513,136.75,1329,1410.50744,1.516328066,1.428705686,27.65,0.95,20.02537987,1.575,7.95,6.717499988,0.767500002,11.18200109,12.35,4.6,8,9.5,1.243,34,16,50,7,20,280,9.5,10
127,21.34,-157.81,247,Low,Lyon Arboretum,United States,Oceania,"Durand_Goldstein_Hawaii_Low - Durand, L.Z. & Goldstein, G. (2001) Photosynthesis, Photoinhibition, and Nitrogen Use Efficiency in Native and Invasive TreeFerns in Hawaii. Oecologia, 126(3), 345-354.",Cibotium chamissoi,Ferns,Cyatheales,Cyatheaceae,Cibotium,chamissoi,F,E,223.3337996,200.316671,8.475,2.33,1.02,2414,119.5,233.7,0.195693663,0.097387662,69.38333333,22.7,22,26.5,125.9395,64.85634702,738.1790102,586.0956768,30.41666667,30.41666667,66.98333333,59.1,74.2,15.1,1382.643314,1382.643314,183.44,1805,1544.204732,1.337396122,1.563264207,14,2.65,27.4715,2,20,0.46599722,1.0575,10.31999994,14.25,3.7,13,12,1.139,40,39,21,5,48,150,2,25.99892069
130,35.9768,-79.093,153,Very Low,DukeFACE.NC.USA,North America,United States,"Ellsworth - 1 - Ellsworth, D. S., Reich, P. B., Naumburg, E. S., Koch, G. W., Kubiske, M. E. & Smith, S. D. (2004), Photosynthesis, carboxylation and leaf nitrogen responses of 16 species to elevated pCO2 across four free-air CO2 enrichment experiments in forest, grassland and desert. Global Change Biology, 10, 2121‚Ä?138. 
Ellsworth, D. S., Thomas, R., Crous, K. Y., Palmroth, S., Ward, E., Maier, C., DeLucia, E. & Oren, R. (2012), Elevated CO2 affects photosynthetic responses in canopy pine and subcanopy deciduous trees over 10 years: a synthesis from Duke FACE. Global Change Biology, 18, 223‚Ä?42.
",Pinus taeda,Gymno,Piles,Piceae,Pinus,taeda,T,E,133.85,171.7265,11.775,1.45,1.68297147,1161.6,81,112.8,0.12315742,0.0500419,69.7583333,14.46666667,3,25,132,38,441.3981296,294.7337957,30.41666667,25.16666667,59.1,53.3,64,10.7,1140.135127,1029.219294,148.1666667,1200,1069.983712,0.968,1.085623976,29.95,1.1,0.2,4.46,49.6,0.1,0.779499994,10.38599872,12.35,4.8,10,20.1,1.472,23,32,45,8,29,183,12.30666667,22.85697585
131,35.9736,-79.1004,153,Very Low,DukeHardwood.NC.USA,North America,United States,"Ellsworth - 2 - Ellsworth, D. S., Reich, P. B., Naumburg, E. S., Koch, G. W., Kubiske, M. E. & Smith, S. D. (2004), Photosynthesis, carboxylation and leaf nitrogen responses of 16 species to elevated pCO2 across four free-air CO2 enrichment experiments in forest, grassland and desert. Global Change Biology, 10, 2121‚Ä?138. 
Ellsworth, D. S., Thomas, R., Crous, K. Y., Palmroth, S., Ward, E., Maier, C., DeLucia, E. & Oren, R. (2012), Elevated CO2 affects photosynthetic responses in canopy pine and subcanopy deciduous trees over 10 years: a synthesis from Duke FACE. Global Change Biology, 18, 223‚Ä?42.",Liquidambar styraciflua,Angio,Fagales,Fagaceae,Liquidambar,alba,T,D,124.0333333,121.514,9.8,2.196666667,1.781361463,1161.6,81,112.8,0.12315742,0.0500419,69.7583333,14.46666667,3,25,132,38,441.3981296,294.7337957,30.41666667,25.16666667,59.1,53.3,64,10.7,1140.173564,1029.243343,148.1666667,1200,1070.021389,0.968,1.085585752,29.95,1.1,0.2,4.46,49.6,0.1,0.779499994,10.38599872,12.35,5,9,20.1,1.475,27,32,41,5,19,183,12.30666667,22.97482264
132,45.4497,-93.2006,280,Low,BioCON.MN.USA,North America,United States,"Ellsworth - 3 - Ellsworth, D. S., Reich, P. B., Naumburg, E. S., Koch, G. W., Kubiske, M. E. & Smith, S. D. (2004), Photosynthesis, carboxylation and leaf nitrogen responses of 16 species to elevated pCO2 across four free-air CO2 enrichment experiments in forest, grassland and desert. Global Change Biology, 10, 2121‚Ä?138. 
Ellsworth, D. S., Thomas, R., Crous, K. Y., Palmroth, S., Ward, E., Maier, C., DeLucia, E. & Oren, R. (2012), Elevated CO2 affects photosynthetic responses in canopy pine and subcanopy deciduous trees over 10 years: a synthesis from Duke FACE. Global Change Biology, 18, 223‚Ä?42.",Achillea millefolium,Angio,Poales,Poaceae,Achillea,cylindrica,H,N,159.4428571,234.3552857,14.38571429,2.031428571,1.276675094,725.6,18.7,106,0.52589368,0.348234619,68.7166667,5.833333333,-12.8,21.5,117,25,261.6836418,170.3254451,19.75,16.66666667,57.225,38.4,72,33.6,848.3272025,767.1965615,127,971,829.6277654,0.747270855,0.874609087,17,2.4,1.267,16.7,85,0.1,5.376500088,12.74199905,19.95,6.5,19,51.3,1.476,20,33,47,4,33,165,2.183333333,124.9166056
133,36.7697,-115.9639,1134,Very High,NevadaTestsiteFACE.NV.USA,North America,United States,"Ellsworth - 4 - Ellsworth, D. S., Reich, P. B., Naumburg, E. S., Koch, G. W., Kubiske, M. E. & Smith, S. D. (2004), Photosynthesis, carboxylation and leaf nitrogen responses of 16 species to elevated pCO2 across four free-air CO2 enrichment experiments in forest, grassland and desert. Global Change Biology, 10, 2121‚Ä?138. 
Ellsworth, D. S., Thomas, R., Crous, K. Y., Palmroth, S., Ward, E., Maier, C., DeLucia, E. & Oren, R. (2012), Elevated CO2 affects photosynthetic responses in canopy pine and subcanopy deciduous trees over 10 years: a synthesis from Duke FACE. Global Change Biology, 18, 223‚Ä?42.",Ambrosia dumosa,Angio,Zygophyllales,Asteraceae,Ambrosia,andersonii,S,D,67.38,138.8028,19.52,2.382,3.704044144,143.4,5.4,16.3,0.30623291,0.126220027,38.9,16.125,4.3,29.5,159,40,492.001506,341.9648893,30.41666667,27.08333333,81.3333333,72.3,88.6,16.3,1406.060995,1331.905165,176.6666667,1961,1419.617111,0.073125956,0.101013148,4.9,5.3,64.585,27.26,100,0.62999999,0.373999999,8.808000126,9,8.3,19,46.7,1.498,19,29,52,12,4,110,9.5,120.8190225
134,45.4986,-89.6356,475,Medium,RhinelanderFACE.WI.USA,North America,United States,"Ellsworth - 5 - Ellsworth, D. S., Reich, P. B., Naumburg, E. S., Koch, G. W., Kubiske, M. E. & Smith, S. D. (2004), Photosynthesis, carboxylation and leaf nitrogen responses of 16 species to elevated pCO2 across four free-air CO2 enrichment experiments in forest, grassland and desert. Global Change Biology, 10, 2121‚Ä?138. 
Ellsworth, D. S., Thomas, R., Crous, K. Y., Palmroth, S., Ward, E., Maier, C., DeLucia, E. & Oren, R. (2012), Elevated CO2 affects photosynthetic responses in canopy pine and subcanopy deciduous trees over 10 years: a synthesis from Duke FACE. Global Change Biology, 18, 223‚Ä?42.",Acer saccharum,Angio,Fagales,Betulaceae,Acer,papyrifera,T,D,130.4333333,209.4336667,17.43333333,2.67,2.219943033,802.8,22.3,106.8,0.47645843,0.311728793,72.4833333,4.516666667,-12.6,19.6,124,27,227.9118544,140.729614,19.08333333,15.91666667,52.9333333,36.1,65.5,29.4,797.3151265,714.4194183,125,827,774.1485609,0.970737606,1.037010259,22.85,1.3,19.543,6.94,37.9,0.1,2.614500031,15.81300247,20.55,5.5,11,65,1.461,11,34,55,8,41,125,17.99,63.85101078
135,42.2703,-83.8068,266,Low,Anrbor.MIUSA,North America,United States,"Ellsworth - 6 - Ellsworth David, unpublished work",Podophyllum peltatum,Angio,Ranunculales,Berberidaceae,Podophyllum,peltatum,H,N,97.4,109.088,11.2,3.79,3.89117043,825.7,43,87.2,0.21257549,0.10699329,72.2333333,9.425,-5.1,22.6,105,28,312.4434691,206.7168298,23.08333333,19.33333333,51.9333333,30.7,67.4,36.7,911.0603892,830.0699717,130.25,986,891.4025789,0.837423935,0.926293035,12,1.3,20.44660982,10.4,86.8,0.1,1.000999992,9.838499516,12.8,6,16,39.8,1.564,23,43,34,5,15,152,64.08333333,130.0426158
136,-33.691,151.1444,68,Very Low,Ku-Ring-gaiChaseNP.NSW,Australia,Australia,"Ellsworth - 7 - Crous, K.Y., Quentin, A.G., Lin, Y.-S., Medlyn, B.E., Williams, D.G., Barton, C.V.M. & Ellsworth, D.S. (2013) Photosynthesis of temperate Eucalyptus globulus trees outside their native range has limited adjustment to elevated CO2 and climate warming. Global Change Biology, 19, 3790‚Ä?807. 
Heroult, A., Lin, Y.-S., Bourne, A., Medlyn, B. E. and Ellsworth, D. S. (2013) Optimal stomatal conductance in relation to photosynthesis in climatically contrasting Eucalyptus species under drought. Plant, Cell & Environment, 36, 262‚Ä?74.",Banksia oblongifolia,Angio,Proteales,Proteaceae,Hakea,dactyloides,S,E,30.7,43.759,15.175,0.8575,3.074638643,1148.6,51.3,141.4,0.30939002,0.174318468,61.5333333,17.38333333,11.3,22.4,98,48,527.9881193,375.904786,30.41666667,30.41666667,56.8666667,50.9,66.4,15.5,1109.815874,1109.815874,162.0833333,1336,1079.699446,0.859730539,1.063814563,34.15,1.7,27.69519605,2.975,38.8,0.1,1.068500005,11.99799944,12.7,5,11,22.15,1.152,34,16,50,7,31,76,8.4272,136.1956206
137,-34.1258,146.1963,267,Low,CocoparraNP.NSW,Australia,Australia,"Ellsworth - 8 - Ellsworth David, unpublished work",Eucalyptus populnea,Angio,Myrtales,Myrtaceae,Eucalyptus,populnea,S,E,34.85,60.4805,15.55,1.43,4.23154619,494.2,30.1,50.3,0.15413107,0.05929036,53.175,16.325,8.1,24.4,133,45,495.4718525,343.3885192,30.41666667,30.41666667,63.8,53.7,72.1,18.4,1207.797357,1207.797357,173.0833333,1385,1174.343479,0.356823105,0.42083088,18,4.85,51.9745,13.95,95.2,0.265,0.731000004,9.703000761,10.6,7,16,45.45,1.301,27,9,64,13,9,100,21.068,184.5393095
139,37.4,-122.25,150,Very Low,United States,North America,United States,"Field, C. Allocating leaf nitrogen for the maximization of carbon gain: leaf age as a control on the allocation program. Oecologia 56, 341-347 (1983).",Arbutus menziesii,Angio,Rosales,Rosaceae,Arbutus,californica,S,E,71.7114992,59.44,8.586,1.566318,2.2385178,652,2.2,132.8,0.93785883,0.622931378,72.5583333,14.6,8.9,17.9,114,56,414.5107429,262.4274096,30.41666667,30.41666667,69.2833333,52.7,79,26.3,1241.353883,1241.353883,170,1130,1103.453616,0.57699115,0.590872131,13,1.6,23.369,16.61,89.6,0.11,1.389500012,10.9049996,14.4,6.3,20,54.8,1.37,23,35,42,10,36,152,11.03333333,72.87800026
141,37.22,-110.9,1284,Very High,LostGardenhanginggardensinGlenCanyontiolRecreatiorea.UT,North America,United States,"Flanagan, L.B., Cook, C.S. & Ehleringer, J.R. (1997) Unusually low carbon isotope ratios in plants from hanging gardens in southern Utah. Oecologia, 111, 481-489.",Aquilegia micrantha,Angio,Asterales,Asteraceae,Aquilegia,betulaefolia,H,N,112.22,149.6012,14.94,1.866,1.88391333,155.1,4.8,23.1,0.39147748,0.179256871,46.575,13.13333333,-0.8,27.1,146,35,402.3380158,277.5448648,27.5,22.41666667,75.4833333,65.6,86.5,20.9,1285.06834,1157.163985,168.0833333,1726,1301.030746,0.08986095,0.119213164,20,3.2,76.309,25.97,100,0.239999997,0.672000002,8.845999504,13.3,7.5,16,42.1,1.498,21,28,51,22,8,50,13.66666667,53.254263
143,-15.9167,-47.8833,1147,Very High,Instituto Brasileiro de Geografia e Estatistica EcolRes,South America,Brazil,"Franco, A.C., Bustamante, M., Caldas, L.S., Goldstein, G., Meinzer, F.C., Kozovits, A.R., Rundel, P. & Coradin, V.T.R. (2005) Leaf functional traits of Neotropical savanna trees in relation to seasonal water deficit. Trees, 19(3), 326-335.",Dalbergia miscolobium,Angio,Myrtales,Fabaceae,Qualea,coriacea,T,D,68.68181818,78.27281818,11.54545455,1.419090909,2.129020817,1635,8.3,270.2,0.79464112,0.533736217,68.1916667,20.6,18.5,21.9,114,72,632.0012458,479.9179125,30.41666667,30.41666667,54.2833333,33.5,75.3,41.8,1260.782363,1260.782363,155.0833333,1292,1381.091644,1.265479876,1.183846132,37.65,0.15,50.26899976,3.915,35.3,2.299500002,0.862999997,12.65350055,8.35,5.7,10,9.15,1.281,33,17,50,6,11,550,2.4472,38.49936924
154,43.42,6.58,425,Medium,France,Europe,France,"Garnier_etal_Les_Agros - Garnier, E., Cordonnier, P., Guillerm, J.-L. & Soni, L. Specific leaf area and leaf nitrogen concentration in annual and perennial grass species growing in Mediterranean old-fields. Oecologia 111, 490-498 (1997).
Garnier, E. et al. Consistency of species ranking based on functional leaf traits. New Phytologist 152, 69-83 (2001).
Navas, M.-L. et al. Leaf life span, dynamics and construction cost of species from Mediterranean old-fields differing in successional status. New Phytologist 159, 213-228 (2003).",Acer monspessulanum,Angio,Lamiales,Rosaceae,Acer,chamaedrys,S,D,166.8888889,193.259227,11.51883738,2.205796667,1.324983602,1010,17.1,103.8,0.37648482,0.224525912,71.225,14.3083,8,22.8,89,37,451.4340765,299.3507432,30.41666667,30.41666667,60.3833333,51.7,75.4,23.7,1080.784878,1080.784878,164.417,1070,1013.560789,0.943925234,0.996486822,13,0.8,8.986,4.93,71.6,0.1,1.018999998,9.685999304,14.5,6,15,38.6,1.289,16,28,56,21,38,300,10.2336,18.73424472
155,43.72,3.37,285,Low,France,Europe,France,"Garnier_etal_SM/C - Garnier, E., Cordonnier, P., Guillerm, J.-L. & Soni, L. Specific leaf area and leaf nitrogen concentration in annual and perennial grass species growing in Mediterranean old-fields. Oecologia 111, 490-498 (1997).
Garnier, E. et al. Consistency of species ranking based on functional leaf traits. New Phytologist 152, 69-83 (2001).
Navas, M.-L. et al. Leaf life span, dynamics and construction cost of species from Mediterranean old-fields differing in successional status. New Phytologist 159, 213-228 (2003).",Aegilops geniculata,Angio,Poales,Poaceae,Brachypodium,bromoides,H,N,164.0810606,176.1964245,10.94581093,2.157833485,1.44881196,1148,36.8,107.6,0.24335318,0.101002006,70.6166667,11.6583,4.4,20.4,101,37,357.9460369,206.9595871,30.41666667,26.5,51.2333333,42,66.1,24.1,983.1681883,931.6245758,143.5,964,862.8420283,1.190871369,1.330486734,12.4,1.6,45.2275,14.45,84.6,0.1,1.143500006,9.909499243,14.4,6.4,15,40.6,1.406,22,31,47,11,19,90,24.6246,13.59666985
